OBJECTID_1,PROVINCE,CITY,COUNTY,AET,PM2.5,ppt,tem,wind,NOX,SO2,fertilzier,manure
427,山西省,大同市,灵丘县,0.0,28.038596,0.755758,-2.416364,2.727879,7.164346312,3.789728028,6750.799268,4255.064173
428,山西省,大同市,天镇县,0.0,24.144928,0.80101,-5.70404,2.542424,59.14156661,14.17606938,8171.237918,3997.529519
429,山西省,大同市,新荣区,0.0,28.1,0.734426,-6.301639,2.368852,16.12107733,4.311928646,725.61272,2196.454121
430,山西省,大同市,阳高县,0.0,27.971428,0.926667,-4.993333,2.318095,6.129082544,3.309492228,6811.842035,7065.098499
431,山西省,大同市,左云县,0.0,34.650002,0.959211,-6.253947,2.447368,153.4778103,46.20090204,882.20069,1548.41001
432,黑龙江省,大兴安岭地区,呼玛县,0.0,29.618182,3.989511,-18.075663,2.103151,162.8865792,54.06876474,2443.66806,704.879686
433,黑龙江省,大兴安岭地区,漠河市,0.0,35.511765,4.975603,-20.154539,1.423901,243.6327613,78.03741919,76.170337,790.87863
434,黑龙江省,大兴安岭地区,塔河县,0.0,31.639131,4.937037,-18.258333,2.286574,9.710139623,8.859198345,214.648143,1113.995512
435,辽宁省,丹东市,东港市,0.0,39.425,5.924806,-4.182946,3.043411,15.52680419,4.009461454,16735.47735,19977.47195
436,辽宁省,丹东市,凤城市,0.0,26.763158,5.349565,-5.529275,1.857681,8.158894645,7.86198603,15334.5597,17612.78208
437,辽宁省,丹东市,宽甸满族自治县,0.0,39.675,5.507258,-5.791129,1.302957,25.79693829,10.01760635,9215.924302,12536.00766
438,辽宁省,丹东市,元宝区,0.0,37.58,5.3,-4.066667,2.466667,7.989535989,5.157970472,89.62459,350.205229
439,辽宁省,丹东市,振安区,0.0,30.461538,5.364286,-4.402381,2.285714,88.32669527,38.23731992,2045.078676,4432.41592
440,辽宁省,丹东市,振兴区,0.0,30.800001,5.083333,-3.316667,3.016667,138.7260634,56.86909409,646.451853,1238.13429
441,云南省,德宏傣族景颇族自治州,梁河县,44.368333,32.452381,31.813333,18.681667,0.885,24.753615,15.81870086,8167.08935,1806.174872
442,云南省,德宏傣族景颇族自治州,陇川县,45.376596,37.066667,28.124468,19.795745,0.852128,14.06135535,10.54911908,15182.28259,2965.736305
443,云南省,德宏傣族景颇族自治州,芒市,45.236,54.385714,30.068,20.072,0.826667,31.21210095,18.53674264,16731.65753,5901.142172
444,云南省,德宏傣族景颇族自治州,瑞丽市,45.428,50.783333,25.31,21.478,0.774,59.37709007,30.81494415,3877.031476,4177.727534
445,云南省,德宏傣族景颇族自治州,盈江县,45.380995,54.2,31.144344,17.740724,1.012217,509.1838731,121.7396271,10445.70274,4776.743024
446,四川省,德阳市,广汉市,17.113793,52.925,12.334483,8.537931,0.655172,63.21824595,23.28825756,12627.16988,12359.27281
447,四川省,德阳市,罗江区,17.118182,51.375,11.386364,8.172727,0.609091,46.48970171,18.91629717,10050.674,8736.344073
448,四川省,德阳市,绵竹市,14.841176,53.97,12.310294,6.711765,1.039706,76.16370677,23.79897282,12880.51789,10444.74618
449,四川省,德阳市,什邡市,13.936364,56.666666,12.270455,6.313636,1.068182,67.28202066,19.67791117,12442.13714,7818.550818
450,四川省,德阳市,中江县,17.616807,49.1,14.180672,8.138655,0.821849,51.3088824,17.22157082,52758.74214,29191.76327
451,四川省,德阳市,旌阳区,17.016667,53.9,11.347222,8.294444,0.652778,166.4832416,52.15879044,7458.580241,14913.52188
452,山东省,德州市,德城区,0.0,54.157143,2.709091,0.3,2.00303,55.33109781,23.137515,4715.999998,2982.869686
453,山东省,德州市,乐陵市,0.0,56.122222,2.4,0.552174,1.995652,57.90174564,23.37162767,13381.0,39162.1933
454,山东省,德州市,临邑县,0.0,11.226087,2.393103,0.765517,1.972414,36.22049781,16.61088761,15188.0,27530.9919
455,山东省,德州市,陵城区,0.0,15.578378,2.154286,0.422857,2.0,68.24739261,20.53454216,25227.66666,32190.95614
456,山东省,德州市,宁津县,0.0,12.239048,2.279167,0.1125,1.95,13.6083563,8.390670424,32974.33333,13992.9891
457,山东省,德州市,平原县,0.0,24.75641,3.49,0.61,1.968333,2.747032456,2.873094305,13221.66666,34563.70996
458,山东省,德州市,齐河县,0.249383,27.768966,4.606173,1.335802,1.922222,16.45265573,9.422646687,35053.66666,39469.06771
459,山东省,德州市,庆云县,0.0,26.027273,2.537037,0.925926,2.248148,11.60086313,5.581111854,5746.666666,6404.883737
460,山东省,德州市,武城县,0.0,25.125,4.075556,0.615556,1.911111,18.22944708,7.091502682,10710.66666,4731.026591
461,山东省,德州市,夏津县,0.0,22.965,6.339216,0.996078,1.94902,11.18037898,7.449670893,10784.66666,17381.30106
462,山东省,德州市,禹城市,0.0,21.979167,3.978333,0.953333,1.936667,10.27290517,6.998667044,21820.66666,29385.3171
463,云南省,迪庆藏族自治州,德钦县,3.667448,20.209091,6.642969,3.369792,2.327344,8.601351716,6.488514582,1201.657636,892.264106
464,云南省,迪庆藏族自治州,维西傈僳族自治县,17.959504,46.764285,18.238843,8.116529,1.57562,6.882694542,5.818131593,4168.480676,2860.68974
465,云南省,迪庆藏族自治州,香格里拉市,4.318122,50.121429,6.73229,4.810708,2.3743,6.443338735,5.458369628,2946.793199,2957.942988
466,甘肃省,定西市,安定区,0.0,44.422727,4.412381,-2.279048,2.265714,140.7050257,31.64578782,8538.328968,4262.445299
467,甘肃省,定西市,临洮县,0.0,46.27,3.144444,-1.497531,2.058642,166.4830003,40.80142053,11677.39022,6216.607107
468,甘肃省,定西市,陇西县,0.0,47.25,4.805109,-2.188321,2.083212,24.87118487,6.631030334,6855.273165,4290.200563
469,甘肃省,定西市,通渭县,0.0,28.634783,5.417073,-2.689634,2.356707,77.56619766,23.75451651,9372.391501,4479.64707
470,甘肃省,定西市,渭源县,0.0,26.777778,3.25812,-1.786325,2.029915,124.9133998,47.86940864,4462.749362,2236.34542
471,甘肃省,定西市,漳县,0.0,22.082609,4.049593,-2.082927,2.060163,211.8314497,56.54360221,3152.447436,997.664163
472,甘肃省,定西市,岷县,0.0,22.856542,4.675635,-1.691878,2.192386,70.93263491,21.47040708,4179.065142,2713.479456
473,山东省,东营市,东营区,0.327692,21.478049,4.438462,2.34,2.918462,96.06693428,31.60326691,3806.999999,5377.191256
474,山东省,东营市,广饶县,0.150769,23.960204,5.195385,2.34,2.630769,8.594269512,2.956464538,14644.66666,18434.49887
475,山东省,东营市,河口区,0.0,23.393277,3.716667,1.753333,3.571667,4.959051148,2.197019515,2744.666666,9728.058641
476,山东省,东营市,垦利县,0.250794,20.48125,5.016667,1.664286,3.473016,8.044133464,3.517067262,9410.666664,9054.804925
477,山东省,东营市,利津县,0.0,25.05625,4.439683,1.488889,2.630159,5.818594343,3.100346298,19179.0,14601.65677
478,广东省,东莞市,东莞市,69.626016,39.94,102.698374,18.44065,3.230894,62.74223877,13.9178799,2373.33851,1823.167372
479,内蒙古自治区,鄂尔多斯市,达拉特旗,0.0,43.08,6.102811,-7.742369,2.125502,65.95738722,20.71669414,34704.46553,35263.82924
480,内蒙古自治区,鄂尔多斯市,东胜区,0.0,37.999999,6.19697,-7.600758,2.343939,488.0553803,187.9485207,352.203553,2324.086053
481,内蒙古自治区,鄂尔多斯市,鄂托克旗,0.0,25.853125,8.87982,-4.176784,2.535685,139.430609,58.01354256,2267.278686,19738.61667
482,内蒙古自治区,鄂尔多斯市,鄂托克前旗,0.0,25.372222,12.778542,-3.039752,2.401926,35.99587661,23.08749126,10139.40811,16376.18615
483,内蒙古自治区,鄂尔多斯市,杭锦旗,0.0,23.237037,8.27214,-6.252926,2.470218,25.70811944,14.71886294,12624.09014,24720.31214
484,内蒙古自治区,鄂尔多斯市,乌审旗,0.0,23.858333,8.868444,-3.842219,2.442651,26.83962852,11.82386769,3487.575303,21089.20601
485,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,0.0,26.015385,5.502857,-6.228857,2.308571,7.431864229,5.663273627,1760.00422,7528.017309
486,内蒙古自治区,鄂尔多斯市,准格尔旗,0.0,25.791304,3.165801,-5.718615,2.084848,17.27608826,9.27507616,4913.619606,9167.539227
487,湖北省,鄂州市,鄂城区,36.326667,25.316667,68.666667,6.913333,2.38,14.1202027,10.36452544,10044.63341,6662.882926
488,湖北省,鄂州市,华容区,35.774074,24.442857,65.859259,6.737037,2.37037,20.40829244,10.54222331,16203.78101,6251.10153
489,湖北省,鄂州市,梁子湖区,35.626667,26.04,68.97,6.95,2.263333,13.33697662,9.747046857,4168.267165,7580.221245
490,湖北省,恩施土家族苗族自治州,巴东县,16.285714,25.421052,45.712637,4.038462,2.15,10.55080934,7.859462487,22701.6602,12139.19139
491,湖北省,恩施土家族苗族自治州,恩施市,18.29434,26.933333,44.468396,4.058962,1.783019,25.54838391,27.3410498,20834.77504,15599.68023
492,湖北省,恩施土家族苗族自治州,鹤峰县,14.310526,26.7,46.273026,3.495395,2.194737,12.52895947,8.918050886,13026.59734,3445.456393
493,湖北省,恩施土家族苗族自治州,建始县,15.153103,30.077778,47.477931,3.669655,2.1,17.47160565,25.94289071,24672.82184,10692.48968
494,湖北省,恩施土家族苗族自治州,来凤县,28.526389,32.56,34.508333,6.138889,1.405556,5.987319292,3.436125845,4755.945402,4949.657856
495,湖北省,恩施土家族苗族自治州,利川市,14.031429,32.15,38.067347,3.485306,1.630612,134.6303694,37.84124782,26760.6871,12357.08491
496,湖北省,恩施土家族苗族自治州,咸丰县,21.58209,30.414286,35.919403,4.550746,1.407463,608.3156068,222.9420945,19268.17407,8990.262008
497,湖北省,恩施土家族苗族自治州,宣恩县,18.760544,31.4,42.581633,4.119728,1.778912,231.9311997,78.79917823,10934.79124,8917.15465
498,广西壮族自治区,防城港市,东兴市,51.323077,23.2,49.465385,16.576923,2.676923,318.7089986,81.42823801,633.28013,1763.730836
499,广西壮族自治区,防城港市,防城区,48.844068,20.175,47.259322,15.659322,2.500847,256.961874,66.39755407,5130.065369,6029.716897
500,广西壮族自治区,防城港市,港口区,46.821429,19.95,41.714286,16.071429,3.242857,601.1588123,146.9311896,491.73442,662.918032
501,广西壮族自治区,防城港市,上思县,48.742657,20.4,47.492308,15.493706,1.844755,37.80670255,9.042421989,16608.58357,3239.486963
502,广东省,佛山市,高明区,59.865306,19.90909,111.563265,17.581633,2.05102,46.05726193,13.83975114,4113.076929,11407.52084
503,广东省,佛山市,南海区,60.462963,19.4,118.555556,18.033333,2.061111,153.2740826,41.86980487,3741.634565,2964.00685
504,广东省,佛山市,三水区,58.565854,21.199999,122.190244,17.721951,1.895122,50.89614814,15.50450885,3712.520422,21460.44585
505,广东省,佛山市,顺德区,63.553659,19.715789,119.426829,18.180488,2.509756,12.49117147,4.660812891,4143.680985,3883.854087
506,广东省,佛山市,禅城区,60.9625,20.845455,119.0375,18.1,2.125,131.8433762,39.96143158,30.15041,0.0
507,福建省,福州市,仓山区,54.142857,17.266666,102.857143,14.057143,2.714286,27.49401471,5.789631925,169.619253,188.731132
508,福建省,福州市,长乐区,57.375,19.147619,103.608333,13.552778,3.911111,15.4069525,2.809006988,4280.398166,3771.906511
509,福建省,福州市,福清市,52.590588,40.5,105.543529,13.862353,2.428235,16.36661347,3.900115872,11199.43986,14703.25106
510,福建省,福州市,福州市区,53.575,32.16,102.15,13.925,2.65,8.096271516,2.399916362,0.0,0.0
511,福建省,福州市,晋安区,52.490625,29.367442,100.275,12.70625,2.559375,95.50727481,31.55624645,732.871573,1444.695392
512,福建省,福州市,连江县,55.675926,40.550001,99.544444,12.894444,3.731481,50.87812226,11.69877633,2073.071256,3953.340772
513,福建省,福州市,罗源县,54.490741,27.18,100.564815,12.42037,3.224074,7.006430474,2.951514367,1897.646963,1959.040657
514,福建省,福州市,马尾区,57.690909,28.769231,102.990909,13.172727,4.181818,594.4234626,123.7848622,347.42846,585.307629
515,福建省,福州市,闽侯县,48.889286,29.85,103.741964,12.56875,1.947321,7.181048534,2.83983015,7037.390888,8061.453458
516,福建省,福州市,闽清县,48.273684,23.764286,108.418421,12.739474,1.730263,9.997842851,6.946284501,4280.544159,3960.307007
517,福建省,福州市,平潭县,58.763158,27.7,112.452632,13.663158,4.421053,38.52187274,10.03195943,2528.942669,2694.39101
518,福建省,福州市,永泰县,48.670796,26.772727,113.60708,12.967257,1.802655,8.331612105,3.212429604,6641.313415,2585.186054
519,辽宁省,抚顺市,抚顺市区,0.0,23.394117,5.432,-6.844,1.348,12.21006966,5.030619555,0.0,0.0
520,辽宁省,抚顺市,抚顺县,0.0,30.405,5.572,-7.059333,1.512,5.648179908,3.611367613,2516.96196,4520.978598
521,辽宁省,抚顺市,清原满族自治县,0.0,25.4,7.345968,-8.037903,1.402823,6.622762034,3.157227672,8570.777179,6498.922161
522,辽宁省,抚顺市,顺城区,0.0,24.505555,5.047059,-7.158824,1.423529,29.85105544,15.2126325,1373.640263,3684.153292
523,辽宁省,抚顺市,新宾满族自治县,0.0,23.94,7.08046,-7.489655,1.323755,14.17797576,5.022490727,6539.265669,6038.83771
524,江西省,抚州市,崇仁县,37.29375,22.71,103.51125,9.0625,2.105,12.16436218,4.141144854,8615.667854,24430.88059
525,江西省,抚州市,东乡区,37.116667,31.763636,101.410606,9.024242,2.095455,5.009227894,2.663164511,8913.777674,19897.87745
526,江西省,抚州市,广昌县,39.560465,34.799999,118.213953,10.609302,1.967442,4.190964144,1.657562026,4369.555626,1732.114783
527,江西省,抚州市,金溪县,37.756522,36.700001,107.288406,9.43913,2.07971,30.64943661,8.480452705,7560.809287,4339.568892
528,江西省,抚州市,乐安县,36.689683,33.799999,104.720635,8.946032,2.09127,1927.255019,375.7665191,4263.827318,2577.164532
529,江西省,抚州市,黎川县,40.41573,36.015789,114.768539,10.513483,2.074157,28.12119368,9.415113554,1953.667196,4555.813397
530,江西省,抚州市,临川区,37.641739,45.726316,104.447826,9.193043,2.144348,45.87965669,16.51908315,13600.63413,10617.5979
531,江西省,抚州市,南城县,38.679348,49.385714,110.73913,9.905435,2.026087,25.45598917,8.086005776,5082.110522,6468.179731
532,江西省,抚州市,南丰县,39.004,48.231579,112.962,10.363,1.974,69.57158781,29.94644382,10179.9824,2463.453944
533,江西省,抚州市,宜黄县,37.578218,47.888888,107.831683,9.193069,2.056436,46.96727636,20.27543578,2714.503632,1688.489214
534,江西省,抚州市,资溪县,38.1,47.285715,109.856923,9.132308,2.036923,39.18425596,14.51453862,1035.311753,651.399063
535,辽宁省,阜新市,阜新蒙古族自治县,0.0,48.7,1.126835,-5.701266,2.508354,38.77698079,12.37689294,46639.5632,38488.85038
536,辽宁省,阜新市,海州区,0.0,46.77,1.1,-5.233333,2.2,43.5889507,15.53229156,200.755787,359.16234
537,辽宁省,阜新市,清河门区,0.0,47.840001,1.1,-5.15,2.066667,50.54307871,16.63652012,701.452813,996.465253
538,辽宁省,阜新市,太平区,0.0,16.936957,1.1,-5.35,2.2,54.60137939,27.52337668,119.312897,674.859155
539,辽宁省,阜新市,细河区,0.0,20.511111,1.121053,-5.563158,2.278947,50.73592687,17.94863854,216.140013,240.706917
540,辽宁省,阜新市,新邱区,0.0,14.234884,1.2,-5.7,2.3,1.929548837,0.628934407,576.51044,425.850553
541,辽宁省,阜新市,彰武县,0.0,8.248352,1.627706,-6.362771,2.628571,3.829302894,1.130861133,30514.48143,29160.51455
542,安徽省,阜阳市,阜南县,21.662857,17.450769,33.260952,4.860952,2.265714,5.794761768,0.587611795,27789.99999,19743.54825
543,安徽省,阜阳市,界首市,16.016216,20.051724,27.010811,4.554054,2.340541,21.2821358,12.95010335,13010.66666,7991.280887
544,安徽省,阜阳市,临泉县,18.508911,18.394,29.830693,4.660396,2.40297,5.881603728,1.264827804,39236.66665,29470.45241
545,安徽省,阜阳市,太和县,15.661165,3.572857,25.552427,4.568932,2.330097,3.452914913,2.440385226,18726.99999,20832.60555
546,安徽省,阜阳市,颍东区,22.375,2.107143,29.488889,4.922222,2.366667,3.413583934,1.509744937,11243.0,10952.87994
547,安徽省,阜阳市,颍泉区,19.4,11.725581,27.254054,4.732432,2.443243,8.413280145,3.690969169,9205.333326,9681.446603
548,安徽省,阜阳市,颍上县,25.08,7.678125,33.974545,5.154545,2.261818,8.622657054,4.835677274,23912.66666,20342.23707
549,安徽省,阜阳市,颍州区,20.966667,6.535938,29.433333,4.796296,2.411111,4.987656211,0.700192279,19976.66666,7497.135158
550,甘肃省,甘南藏族自治州,迭部县,0.0,1.750459,4.845725,-0.177695,2.197398,3.238423907,0.309673839,47.36623,2412.401503
551,甘肃省,甘南藏族自治州,合作市,0.0,8.65,3.998276,-1.765517,2.271552,4.08778093,0.507801608,47.702157,3369.648725
552,甘肃省,甘南藏族自治州,碌曲县,0.0,2.05303,5.444939,-0.109717,2.000405,8.302787514,3.415718619,0.0,6906.314075
553,甘肃省,甘南藏族自治州,玛曲县,0.0,13.451515,7.034206,-0.644673,1.68785,14.7149873,8.251479379,0.0,13128.96184
554,甘肃省,甘南藏族自治州,夏河县,0.0,14.877143,3.621127,-1.196338,2.158873,3.928438547,0.50800865,16.12467,7974.284032
555,甘肃省,甘南藏族自治州,舟曲县,0.219643,4.101538,5.781548,0.530952,1.91131,3.102002206,0.510176024,504.231946,1525.796996
556,甘肃省,甘南藏族自治州,卓尼县,0.0,3.765116,3.870068,-1.046259,2.279592,5.391240274,0.756859329,153.184393,5634.024736
557,四川省,甘孜藏族自治州,巴塘县,0.140342,2.53253,1.539609,0.190954,3.055501,2.883031884,0.341312772,221.62428,2434.215908
558,四川省,甘孜藏族自治州,白玉县,0.03447,1.429493,2.152065,0.479892,2.761939,6.24821813,0.659378228,23.664567,5418.403484
559,四川省,甘孜藏族自治州,丹巴县,1.154286,6.095918,2.779184,2.251837,2.357959,1.72640829,0.302999149,223.94863,1928.39718
560,四川省,甘孜藏族自治州,稻城县,0.626471,2.971591,1.397861,2.011497,3.100535,4.754739648,1.843939299,41.990573,2012.204703
561,四川省,甘孜藏族自治州,道孚县,0.117232,7.075,2.391384,1.852219,2.555875,4.136384311,0.452829498,145.29202,3405.059953
562,四川省,甘孜藏族自治州,德格县,0.015531,21.025,3.189065,-1.184628,2.515214,3.230232764,0.330116116,97.990953,6619.382985
563,四川省,甘孜藏族自治州,得荣县,1.516774,22.757143,2.115484,4.056774,2.494839,1.931009807,0.306697455,224.949407,1205.242723
564,四川省,甘孜藏族自治州,甘孜县,0.0168,23.06,3.6992,-0.952267,2.458133,7.379663486,1.720161727,150.116703,4274.731447
565,四川省,甘孜藏族自治州,九龙县,2.401939,25.461538,1.041551,3.230194,3.091413,5.830021144,3.869793921,359.588053,2551.007247
566,四川省,甘孜藏族自治州,康定市,1.033654,23.45,1.57516,1.205449,2.925321,7.057383946,2.592060629,77.32224,3768.63435
567,四川省,甘孜藏族自治州,理塘县,0.039973,25.673077,0.937849,1.394821,3.027224,22.3111438,4.2803257,18.014003,6294.498959
568,四川省,甘孜藏族自治州,炉霍县,0.062705,23.158333,2.797951,2.72541,2.414344,9.819881857,3.719328556,11.34215,3801.181569
569,四川省,甘孜藏族自治州,色达县,0.0,24.9,4.605602,-1.128631,2.413485,30.46632004,9.489810438,16.99487,8096.741538
570,四川省,甘孜藏族自治州,石渠县,0.0,27.888235,3.534744,-5.609185,2.691534,8.828176563,3.728064246,29.67139,6900.303215
571,四川省,甘孜藏族自治州,乡城县,0.215909,24.213513,1.188258,2.606439,2.898485,11.62037479,4.140354059,188.28337,2066.454324
572,四川省,甘孜藏族自治州,新龙县,0.053346,25.457143,2.248622,0.619094,2.779528,46.82577156,17.00587898,35.98914,4027.284724
573,四川省,甘孜藏族自治州,雅江县,0.381863,23.782609,0.763235,3.777206,2.646569,17.55828983,5.853538384,25.329287,2415.429439
574,四川省,甘孜藏族自治州,泸定县,8.260526,24.786667,2.909649,3.747368,2.236842,4.633353361,2.263673312,747.133117,1252.603754
575,江西省,赣州市,安远县,46.849167,22.885714,165.528333,12.305,1.885833,35.33904832,8.513305633,4364.546728,5858.378136
576,江西省,赣州市,崇义县,38.598246,25.996154,123.314912,9.508772,2.044737,25.60158703,9.78467116,1075.058013,2257.474442
577,江西省,赣州市,大余县,41.431429,24.486207,135.454286,10.804286,1.94,19.29392598,5.841982277,2738.096099,7288.481845
578,江西省,赣州市,定南县,48.583077,22.04,170.658462,13.204615,1.875385,10.76521497,6.623791618,2338.451496,12135.18863
579,江西省,赣州市,赣县区,41.496835,24.862963,140.829114,10.723418,1.877215,12.94298721,6.057702931,6817.088394,10783.57386
580,江西省,赣州市,会昌县,46.028966,28.975,156.945517,12.450345,1.856552,11.40483755,4.246898378,7849.533063,9554.523695
581,江西省,赣州市,龙南县,46.977011,26.575,165.564368,12.722989,1.883908,22.0149394,7.179962289,3640.175466,6369.344726
582,江西省,赣州市,南康区,41.238144,25.632,135.106186,10.759794,1.837113,63.86017787,18.4634079,4963.121855,16313.19478
583,江西省,赣州市,宁都县,39.72891,26.54375,121.327488,10.470616,1.979621,31.63754529,16.59028415,15931.03164,16441.66276
584,江西省,赣州市,全南县,45.475,26.593333,155.185,12.29625,1.9275,10.81904564,9.541801048,4000.481892,2929.503892
585,江西省,赣州市,瑞金市,43.860465,24.8,143.237209,12.0,1.918605,18.73088402,14.8866857,5835.812455,11607.59713
586,江西省,赣州市,上犹县,38.782051,32.235714,120.164103,9.60641,1.925641,23.33877923,17.81624036,1984.471869,3801.964978
587,江西省,赣州市,石城县,42.370886,32.88,130.672152,11.487342,1.996203,16.80038458,9.434782284,3201.428626,2866.681411
588,江西省,赣州市,信丰县,45.662,32.831579,162.964,12.247333,1.834667,123.9522108,44.9499898,8361.808587,16830.85957
589,江西省,赣州市,兴国县,39.331361,32.766667,121.266864,9.992308,1.960947,177.0018674,58.26865533,6662.270897,12909.16154
590,江西省,赣州市,寻乌县,51.240164,32.306667,161.911475,13.544262,2.0,89.35499186,40.04584474,4389.907097,5733.969974
591,江西省,赣州市,于都县,43.126207,27.840909,143.867586,11.475862,1.88069,37.21492347,18.189601,7582.291437,14733.56748
592,江西省,赣州市,章贡区,42.6125,20.86875,143.375,11.004167,1.891667,60.60752707,25.34917032,638.888663,3880.093564
593,宁夏回族自治区,固原市,隆德县,0.0,26.754839,7.390909,-3.347273,2.625455,52.94610399,24.02199741,2173.949213,2551.696411
594,宁夏回族自治区,固原市,彭阳县,0.0,22.80625,8.592361,-1.352083,2.31875,23.14056769,7.47034606,6974.156565,7110.039621
595,宁夏回族自治区,固原市,西吉县,0.0,21.0,7.495028,-2.432597,2.702762,16.65481035,6.622273547,8169.83551,9086.351099
596,宁夏回族自治区,固原市,原州区,0.0,22.582758,8.138272,-1.862346,2.484568,37.7842932,10.97426492,7114.031901,7290.883349
597,宁夏回族自治区,固原市,泾源县,0.0,24.9,6.039062,-2.821875,2.490625,9.941811964,3.034325653,1815.096539,2063.434471
598,四川省,广安市,广安区,25.704651,29.783333,25.216279,7.931395,1.29186,44.51990359,17.34718338,14238.13952,15311.62574
599,四川省,广安市,华蓥市,27.196,25.03,28.616,7.384,1.348,41.55801194,16.12054396,6089.44818,4440.967269
600,四川省,广安市,邻水县,27.530392,30.5,28.445098,7.604902,1.236275,353.7250912,93.90998652,18318.69758,15549.46136
601,四川省,广安市,武胜县,26.434615,31.1,26.288462,8.453846,1.307692,35.93272715,6.453906755,10765.74155,18307.51759
602,四川省,广安市,岳池县,24.7,30.55,23.619481,8.135065,1.297403,360.6829816,89.43694925,12719.04716,16212.12429
603,四川省,广元市,苍溪县,17.212,29.58,10.3296,7.0952,1.2936,670.4936553,218.1298645,11232.48699,18982.52613
604,四川省,广元市,朝天区,14.625,31.799999,7.877273,5.660227,1.4875,157.2500418,23.85196578,4233.425773,4767.972792
605,四川省,广元市,剑阁县,16.909195,30.0,8.114943,7.464943,1.164368,472.4415145,145.74761,15477.66514,19240.37291
606,四川省,广元市,利州区,16.728049,29.6,7.035366,6.754878,1.302439,1287.399116,480.332105,5628.529716,4520.866703
607,四川省,广元市,青川县,14.981522,27.157143,7.225,6.016848,1.194022,95.22371429,22.34406456,2617.705916,5643.49838
608,四川省,广元市,旺苍县,13.523457,28.695454,10.421605,5.069136,1.583333,391.229287,109.235974,8572.6695,10753.17962
609,四川省,广元市,昭化区,16.587805,29.571429,7.647561,7.008537,1.320732,81.09609649,20.80913908,9830.100102,9804.189935
610,广东省,广州市,广州白云区,60.528571,29.89375,121.36,17.982857,2.065714,14.74263159,8.591507574,6585.471357,6998.333395
611,广东省,广州市,从化区,57.942574,30.105263,123.177228,16.667327,1.985149,7.153861622,5.58282967,6419.509128,5442.961476
612,广东省,广州市,番禺区,66.325,29.16087,115.4425,18.2725,2.915,20.16215444,9.770586349,2048.275576,1777.819756
613,广东省,广州市,海珠区,62.466667,27.127273,128.416667,18.15,2.416667,41.75506583,15.55497559,190.273757,0.0
614,广东省,广州市,花都区,59.044898,29.342857,122.842857,17.734694,1.916327,25.48614379,21.50148232,6855.693744,5674.192018
615,广东省,广州市,黄埔区,62.452174,33.0,117.113043,17.978261,2.326087,29.86545207,17.38778411,1817.387009,3281.189312
616,广东省,广州市,荔湾区,62.266667,33.086842,127.966667,18.2,2.333333,19.48204672,7.213223729,151.213523,0.0
617,广东省,广州市,南沙区,73.261111,33.200001,102.438889,18.383333,4.011111,81.28652458,64.48193492,14252.70654,3622.427501
618,广东省,广州市,天河区,61.75,29.82,119.766667,17.966667,2.283333,20.36072848,12.32424922,52.61467,0.0
619,广东省,广州市,越秀区,60.6,31.1,128.3,18.0,2.2,59.91818362,22.97148179,0.0,0.0
620,广东省,广州市,增城区,62.2,30.442857,114.512644,17.735632,2.264368,9.467450342,7.130321759,6255.780114,7339.863583
621,广西壮族自治区,桂林市,叠彩区,35.333333,28.472,51.766667,10.566667,1.666667,54.3130634,24.24422125,331.386923,574.426121
622,广西壮族自治区,桂林市,恭城瑶族自治县,37.186239,29.717647,61.975229,9.955046,1.9,33.60520758,12.27219046,6189.339698,5710.666851
623,广西壮族自治区,桂林市,灌阳县,31.395833,31.34,66.007292,8.128125,2.005208,12.45436046,4.746712563,6204.727015,6385.946957
624,广西壮族自治区,桂林市,荔浦县,41.25,30.0,56.959091,11.786364,1.731818,15.44436927,8.749573535,7570.001968,10368.36821
625,广西壮族自治区,桂林市,临桂区,34.320513,29.348718,50.883761,9.87265,1.629915,81.80849005,46.12501222,11532.2369,24145.05532
626,广西壮族自治区,桂林市,灵川县,33.581739,28.444444,53.189565,9.34087,1.786087,50.59426188,32.56567838,8913.035241,12635.57204
627,广西壮族自治区,桂林市,龙胜各族自治县,28.744444,30.99,48.554762,7.211905,1.753175,38.57461267,33.38032984,3163.073476,2969.292743
628,广西壮族自治区,桂林市,平乐县,42.932653,26.866667,61.15102,12.303061,1.770408,42.93014562,35.59934501,10032.8125,6997.426081
629,广西壮族自治区,桂林市,七星区,36.25,24.888889,52.75,10.875,1.625,56.07415906,24.80830751,302.290897,817.393029
630,广西壮族自治区,桂林市,全州县,29.320603,24.527778,63.480402,7.946231,1.868844,258.2534786,408.0665666,18236.91193,16600.94757
631,广西壮族自治区,桂林市,象山区,37.18,26.0,52.2,11.44,1.56,116.9746451,117.1959016,361.18237,916.288388
632,广西壮族自治区,桂林市,兴安县,30.842063,23.933333,56.379365,8.356349,1.844444,12.03167007,32.4672341,9155.595364,9941.369557
633,广西壮族自治区,桂林市,秀峰区,37.4,25.44,51.4,11.4,1.55,141.8851977,125.9871212,106.172507,267.487752
634,广西壮族自治区,桂林市,雁山区,37.3,25.77,54.233333,11.186667,1.626667,134.1936939,166.0528631,1375.62642,4505.799275
635,广西壮族自治区,桂林市,阳朔县,39.607895,25.14,55.075,11.459211,1.725,276.1742596,311.7249872,6551.781025,6557.595942
