OBJECTID_1,PROVINCE,CITY,COUNTY,AET,PM2.5,ppt,tem,wind,NOX,SO2,fertilzier,manure
1,四川省,阿坝藏族羌族自治州,阿坝县,0.0,7.689899,6.953819,1.395027,2.025933,5.462883493,1.225400459,49.688867,10053.88497
2,四川省,阿坝藏族羌族自治州,黑水县,0.570925,16.217949,9.217181,1.253744,2.348458,2.472609861,0.549127457,401.17221,1964.081289
3,四川省,阿坝藏族羌族自治州,红原县,0.0,11.115,8.17684,0.588961,2.132468,6.577136277,0.528046061,55.442307,12042.29104
4,四川省,阿坝藏族羌族自治州,金川县,1.031379,10.590196,4.380345,2.327931,2.221724,3.088084369,0.576475256,881.8466,3003.778374
5,四川省,阿坝藏族羌族自治州,九寨沟县,0.102034,18.673585,7.552542,-0.388475,2.284407,4.990686888,0.938791659,610.38848,1659.076001
6,四川省,阿坝藏族羌族自治州,理县,0.712554,22.778571,9.285714,-1.083983,2.492641,6.220165693,0.74903719,378.15841,1132.870514
7,四川省,阿坝藏族羌族自治州,马尔康市,0.382787,11.245455,6.001639,1.919945,2.162842,4.949417219,0.587595883,76.363937,4186.451008
8,四川省,阿坝藏族羌族自治州,茂县,2.265877,23.283784,9.682464,2.006635,2.053081,7.445520483,1.295492326,1467.12912,1969.832013
9,四川省,阿坝藏族羌族自治州,壤塘县,0.0,4.693548,5.06694,0.535246,2.386339,1.508524985,0.276107434,71.13353,4862.016443
10,四川省,阿坝藏族羌族自治州,若尔盖县,0.0,12.308,6.847931,0.586724,1.952931,11.15198994,3.892402602,42.36629,16654.03789
11,四川省,阿坝藏族羌族自治州,松潘县,0.204946,17.67284,9.970108,-0.444516,2.475484,5.658180126,0.667672251,520.425483,4707.100706
12,四川省,阿坝藏族羌族自治州,小金县,0.348525,20.662745,4.474426,0.111148,2.576066,2.987578931,0.611870326,486.950873,2583.085588
13,四川省,阿坝藏族羌族自治州,汶川县,4.3,26.862162,10.111638,1.947414,1.887069,13.53759407,2.555878193,1223.915206,1133.545484
14,新疆维吾尔自治区,阿克苏地区,阿克苏市,0.0,64.528289,0.625862,-2.384253,1.215402,7.940657902,2.306971856,35674.09934,19124.20247
15,新疆维吾尔自治区,阿克苏地区,阿瓦提县,0.0,69.340141,0.685587,-2.21148,1.365944,2.351306108,1.082478627,27404.21421,11910.20515
16,新疆维吾尔自治区,阿克苏地区,拜城县,0.0,38.056897,2.743474,-8.504518,1.156928,3.757725398,1.259937595,18469.26538,23645.01175
17,新疆维吾尔自治区,阿克苏地区,柯坪县,0.0,52.251579,1.52925,-2.463254,1.367276,1.050657926,0.496954224,1953.28229,3464.373908
18,新疆维吾尔自治区,阿克苏地区,库车县,0.0,46.932051,1.099341,-5.950823,0.933809,17.58944035,3.167578495,25668.95954,24161.28031
19,新疆维吾尔自治区,阿克苏地区,沙雅县,0.0,66.758382,0.449409,-2.839537,1.187918,1.248712975,0.590109619,30170.8531,10666.46353
20,新疆维吾尔自治区,阿克苏地区,温宿县,0.0,41.701299,2.83404,-7.786161,1.346652,4.996176856,1.801691788,22322.15887,17332.00581
21,新疆维吾尔自治区,阿克苏地区,乌什县,0.0,34.709375,2.821441,-4.553694,1.227387,4.622190273,1.615038842,17259.78029,15410.90418
22,新疆维吾尔自治区,阿克苏地区,新和县,0.0,52.242857,1.55,-2.96573,0.815169,5.199052955,1.9043786,20766.47214,7802.324545
23,内蒙古自治区,阿拉善盟,阿拉善右旗,0.0,27.943857,3.69777,-4.17492,2.81223,0.63024734,0.124849612,371.45188,2608.198355
24,内蒙古自治区,阿拉善盟,阿拉善左旗,0.0,26.762905,7.717338,-3.680897,2.794643,2.604654643,1.267452999,2287.260973,12851.26349
25,内蒙古自治区,阿拉善盟,额济纳旗,0.0,32.295474,0.459232,-6.363162,2.946152,0.586447782,0.080837632,1890.087233,1410.143219
26,新疆维吾尔自治区,阿勒泰地区,布尔津县,0.0,11.831746,9.72982,-17.412067,1.791678,3.884973047,0.611925988,1350.35473,8478.120072
27,新疆维吾尔自治区,阿勒泰地区,富蕴县,0.0,13.787131,8.239174,-16.135,0.561376,1.479391201,0.200006253,3348.886363,12635.01048
28,新疆维吾尔自治区,阿勒泰地区,哈巴河县,0.0,11.902041,10.135764,-16.211285,1.96875,3.641004428,0.835195073,1734.4942,10093.51234
29,新疆维吾尔自治区,阿勒泰地区,吉木乃县,0.0,17.513793,9.095102,-15.077551,1.551224,4.220612031,0.384926076,1445.78978,3892.371595
30,新疆维吾尔自治区,阿勒泰地区,青河县,0.0,14.685083,7.466223,-15.413987,0.617031,3.061815726,0.379744138,3194.9473,6442.010289
31,西藏自治区,阿里地区,措勤县,0.0,2.557407,10.068164,-4.6417,3.560786,0.959203721,0.030360747,37.554293,2147.089554
32,西藏自治区,阿里地区,噶尔县,0.0,6.196532,1.990271,-8.576931,2.341525,0.743882154,0.051978094,51.22064,1146.939814
33,西藏自治区,阿里地区,改则县,0.0,3.697043,0.916165,-10.012538,3.423604,0.264441508,0.009483308,22.582113,3502.73547
34,西藏自治区,阿里地区,革吉县,0.0,3.869635,2.820971,-8.060127,3.307521,0.537943665,0.015862945,15.670137,2578.402203
35,西藏自治区,阿里地区,普兰县,0.0,13.583871,15.58662,-9.422254,1.93831,0.692112979,0.05431884,24.856077,672.778772
36,西藏自治区,阿里地区,日土县,0.0,3.59494,0.028169,-11.45643,2.991849,0.193213094,0.022481569,43.790827,1946.527873
37,西藏自治区,阿里地区,札达县,0.0,14.847845,8.6571,-9.269591,1.609665,0.540896911,0.064686176,12.698217,567.580154
38,辽宁省,鞍山市,海城市,0.0,38.934483,4.083234,-5.632335,1.762275,69.81846541,20.6756541,26857.39611,18457.49372
39,辽宁省,鞍山市,鞍山市区,0.0,39.48,4.125,-5.7075,1.5225,496.3132747,134.0347676,4740.986855,3069.626839
40,辽宁省,鞍山市,台安县,0.0,40.266667,2.742529,-5.534483,1.572414,32.34117804,12.57605822,19790.88629,48956.543
41,辽宁省,鞍山市,岫岩满族自治县,0.0,29.528,5.288,-5.814545,2.232,18.502281,5.100259332,11333.20386,11478.27667
42,陕西省,安康市,白河县,20.485526,26.978571,18.356579,6.175,1.584211,7.04531647,6.45256163,3212.632743,2184.728416
43,陕西省,安康市,汉滨区,17.458416,28.124242,16.316832,5.791584,1.520297,28.15204557,18.03286618,28568.60373,8277.668457
44,陕西省,安康市,汉阴县,15.391026,29.223077,14.966667,5.239744,1.546154,13.49720211,13.99574071,5876.954259,4964.765747
45,陕西省,安康市,宁陕县,1.386567,25.725,14.748756,0.264677,2.016915,9.531726678,2.335281552,188.430633,748.45841
46,陕西省,安康市,平利县,11.284138,22.965218,20.944138,3.423448,1.80069,10.2625696,7.25038405,2403.038343,3889.100304
47,陕西省,安康市,石泉县,16.003614,29.353333,13.653012,5.089157,1.5,12.24588844,7.949298883,2648.436369,3223.707114
48,陕西省,安康市,旬阳县,17.320707,27.508333,16.971212,5.603535,1.527273,12.7719328,9.377131876,12521.32515,6903.408843
49,陕西省,安康市,镇坪县,2.618072,20.121429,26.716867,1.340964,2.110843,4.31044236,1.870930049,740.57621,1985.16281
50,陕西省,安康市,紫阳县,16.542857,24.3375,18.637302,4.965873,1.669841,9.75022008,8.437697317,2588.730159,4156.529932
51,陕西省,安康市,岚皋县,9.549038,21.317647,21.089423,3.097115,1.814423,5.513110515,4.806556331,2418.375719,2936.770685
52,安徽省,安庆市,大观区,35.4,41.406667,46.0,6.6,2.5,89.26968517,22.16445275,6747.666665,931.759867
53,安徽省,安庆市,怀宁县,37.16747,35.40625,44.148193,7.180723,2.238554,29.19512303,7.313721817,6511.666665,7210.838181
54,安徽省,安庆市,潜山县,35.322222,38.727273,44.634444,6.417778,2.492222,49.69721313,27.08600095,9819.33333,5758.238549
55,安徽省,安庆市,宿松县,37.921429,32.266667,65.394444,6.911905,2.237302,20.89359319,6.70378697,27560.99999,7218.349262
56,安徽省,安庆市,太湖县,36.537719,40.428571,56.624561,6.500877,2.289474,32.76629155,8.48872876,13716.0,14841.03544
57,安徽省,安庆市,桐城市,34.253261,40.646154,33.078261,6.998913,2.406522,62.31740801,37.80191492,7047.999998,7581.737463
58,安徽省,安庆市,望江县,38.375714,41.974999,57.361429,7.202857,2.42,310.9686237,86.39384464,12371.66666,10413.29959
59,安徽省,安庆市,宜秀区,36.492,23.55,43.608,6.976,2.392,14.10967535,3.563557075,1793.666666,1431.412128
61,安徽省,安庆市,岳西县,24.090769,42.147058,52.066154,4.691538,2.808462,115.6132467,40.57224987,7621.666665,3296.301063
62,安徽省,铜陵市,枞阳县,34.665657,24.435714,37.757576,6.853535,2.329293,34.94952327,53.47590945,13355.66666,10044.87036
63,贵州省,安顺市,关岭布依族苗族自治县,32.89589,22.255555,29.116438,10.186301,1.656164,52.30291804,65.07425051,2361.526753,5244.505235
64,贵州省,安顺市,平坝区,27.816981,21.166666,24.388679,7.062264,1.99434,69.24612316,92.39808863,4088.091213,3945.762967
65,贵州省,安顺市,普定县,28.4625,20.646667,24.0125,7.783929,1.980357,60.47203497,84.40418143,5107.221792,5163.107321
66,贵州省,安顺市,西秀区,29.710345,22.7,26.952874,7.56092,2.009195,18.60371001,36.88879421,13366.70954,9646.411513
67,贵州省,安顺市,镇宁布依族苗族自治县,32.71978,22.145454,29.014286,10.057143,1.768132,11.22352858,26.25543451,4887.466359,3559.165926
68,贵州省,安顺市,紫云苗族布依族自治县,32.681513,61.783332,30.307563,9.252101,1.763025,128.025886,34.55507423,4325.933959,7225.396567
69,河南省,安阳市,安阳县,1.598485,56.37647,4.439394,3.077273,1.769697,37.93041398,17.1587442,9087.262757,2844.056574
70,河南省,安阳市,北关区,2.075,45.142857,4.8,3.075,1.8,36.36364079,15.17181898,2208.563413,499.319645
71,河南省,安阳市,滑县,2.729808,62.925,7.388462,3.342308,1.782692,244.5878636,52.49546638,74548.3853,12698.36276
72,河南省,安阳市,林州市,1.121186,59.025,5.192373,3.138136,1.883051,71.41080776,21.4394648,24942.55962,15140.12074
73,河南省,安阳市,龙安区,2.707143,61.76,4.335714,3.885714,1.878571,77.55594676,20.43751382,4134.830445,1403.353205
74,河南省,安阳市,内黄县,1.6,66.349998,7.110606,2.748485,1.886364,235.7257016,49.13045994,70739.14516,17555.66551
75,河南省,安阳市,汤阴县,2.208108,31.842857,4.794595,3.367568,1.718919,1196.720001,605.3174933,14666.46679,9196.973229
76,河南省,安阳市,文峰区,1.877778,29.934615,4.477778,3.1,1.788889,51.26158604,30.01705716,0.0,354.992652
77,河南省,安阳市,殷都区,2.333333,26.623106,4.266667,3.5,1.833333,108.5199173,47.60896106,11380.45138,4450.057798
79,内蒙古自治区,巴彦淖尔市,杭锦后旗,0.0,21.927309,4.646667,-4.935238,2.618095,48.68050702,19.86162949,22000.77412,25070.6524
80,内蒙古自治区,巴彦淖尔市,临河区,0.0,28.792857,5.846,-5.615333,2.506667,4.487937214,1.900742134,32504.30958,29927.92997
81,内蒙古自治区,巴彦淖尔市,乌拉特后旗,0.0,30.269231,4.373062,-7.415046,3.179961,59.97632259,30.90892082,3296.349749,8025.360503
82,内蒙古自治区,巴彦淖尔市,乌拉特前旗,0.0,43.920588,5.111547,-7.653159,2.446623,44.28152356,13.08305347,19147.10211,28260.86699
83,内蒙古自治区,巴彦淖尔市,乌拉特中旗,0.0,32.616927,4.273486,-8.763744,2.952122,4.26402311,1.229651989,6090.688489,28886.96436
84,内蒙古自治区,巴彦淖尔市,五原县,0.0,39.568613,5.419355,-6.490968,2.453548,1.956614407,0.410753662,32857.72946,25541.17675
85,内蒙古自治区,巴彦淖尔市,磴口县,0.0,51.931646,4.770222,-4.737333,2.818222,3.274675085,0.492728596,28107.45679,13132.64823
86,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县,0.0,44.310457,1.026754,-7.578947,1.474561,10.70652918,3.834436062,5896.756499,4327.080915
87,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,0.0,53.881219,1.750921,-17.913618,2.04418,3.656230621,0.671098936,5600.28339,23022.48175
88,新疆维吾尔自治区,巴音郭楞蒙古自治州,和硕县,0.0,42.166862,1.257089,-8.132748,2.065621,0.251213285,0.035325931,10134.97383,6366.825104
89,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,0.0,56.464806,0.772247,-6.766079,1.156167,0.242075777,0.02109383,25625.56518,6072.260239
90,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,0.0,42.811538,0.798864,-7.232727,1.052386,0.463510954,0.139593098,21116.96306,7743.074625
91,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,0.0,27.295652,0.690297,-5.931712,2.125076,15.22821522,5.081201629,8589.623756,7670.078002
92,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,0.0,23.360606,0.796395,-5.961178,2.525927,22.32892231,15.32087938,6130.660399,3001.749597
93,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县,0.0,29.3,0.700546,-4.11427,1.66472,10.66035048,6.633981457,28150.11681,6419.509221
94,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,0.0,25.073684,0.754362,-8.053691,1.439597,21.96380042,15.85069434,8917.680812,4256.725713
95,四川省,巴中市,巴州区,19.383824,25.615517,14.769853,7.153676,1.291176,8.866394663,6.097090801,15904.62572,10994.10275
96,四川省,巴中市,南江县,13.348677,24.50625,12.697354,4.591534,1.654497,7.443712473,2.625783621,14844.31734,17089.45179
97,四川省,巴中市,平昌县,22.130081,24.04,19.31626,6.857724,1.369919,5.741317457,2.521208016,15957.64114,16738.43239
98,四川省,巴中市,通江县,17.822174,25.46,16.282609,5.265217,1.676957,10.30512313,2.716773506,12776.71599,16869.11349
99,吉林省,白城市,大安市,0.0,24.305085,1.249689,-11.763975,2.928261,71.81679815,31.94327292,28490.84055,6003.355513
100,吉林省,白城市,通榆县,0.0,26.09375,1.036479,-9.641198,3.216515,8.583619355,2.423337125,27490.00278,3320.450939
101,吉林省,白城市,镇赉县,0.0,19.124,0.774107,-11.973214,2.968452,73.34735169,14.97652362,31299.24308,4704.148085
102,吉林省,白城市,洮北区,0.0,20.689394,0.667333,-11.033333,3.089333,2.48916835,2.078803344,24310.91291,4192.039834
103,吉林省,白城市,洮南市,0.0,24.192857,0.60767,-10.505015,3.230678,8.856302297,1.578196955,35900.8522,13504.05026
104,吉林省,白山市,浑江区,0.0,24.77027,7.247674,-9.211628,1.062791,22.70845332,6.264773383,2005.418099,1734.378207
105,吉林省,白山市,长白朝鲜族自治县,0.0,20.76129,4.092308,-11.064744,1.644872,12.40597859,2.708643681,666.66927,514.595262
106,吉林省,白山市,抚松县,0.0,28.4,5.131008,-10.583204,1.78708,4.556772413,1.923406713,2616.827369,1658.558905
107,吉林省,白山市,江源区,0.0,26.425926,6.713415,-9.967073,1.37439,162.487114,41.40896319,1668.31365,983.227688
108,吉林省,白山市,靖宇县,0.0,26.666071,6.909896,-9.744271,1.477083,6.897886386,4.261547509,1802.350286,1648.261196
109,吉林省,白山市,临江市,0.0,28.415254,5.409474,-9.859474,1.246842,13.59102879,7.532811787,1960.394099,1032.586575
110,甘肃省,白银市,白银区,0.0,29.165,2.635,-0.56875,1.8075,28.25640672,14.53839069,2567.316013,2366.257206
111,甘肃省,白银市,会宁县,0.0,24.779167,5.876543,-1.967593,2.407407,50.57497935,17.65758402,7375.077179,19690.54449
112,甘肃省,白银市,景泰县,0.0,25.711111,4.000635,-1.08127,1.994603,8.845428148,6.659695782,6183.673902,6863.690878
113,甘肃省,白银市,靖远县,0.0,21.468182,4.777301,-0.721166,2.017791,16.57190702,8.79841393,9519.205988,7218.704613
114,甘肃省,白银市,平川区,0.0,23.178947,5.202521,-1.158824,2.196639,8.898372965,6.011931774,2172.177123,1393.775589
115,广西壮族自治区,百色市,德保县,38.552239,22.609677,30.83209,14.616418,1.635821,9.529230112,4.218874952,4069.418692,5004.730377
116,广西壮族自治区,百色市,靖西市,37.046429,27.052381,28.019643,14.416667,1.682143,12.36869109,9.74770636,7540.638541,7215.764269
117,广西壮族自治区,百色市,乐业县,31.483212,25.88,23.862044,11.317518,1.832117,6.154912105,4.924393069,2136.675053,2435.166944
118,广西壮族自治区,百色市,凌云县,32.853774,26.592,25.066038,12.341509,1.730189,13.62710913,8.197329902,2252.455479,3026.270554
119,广西壮族自治区,百色市,隆林各族自治县,33.09116,24.276596,24.48674,12.841436,1.440884,22.6871084,9.397948195,3616.493582,4971.450552
120,广西壮族自治区,百色市,那坡县,33.445133,26.190476,20.192035,14.251327,1.772566,7.255702985,3.860036672,2716.454289,3001.409527
121,广西壮族自治区,百色市,平果县,45.62,23.692,60.1456,15.0688,1.3016,15.32372214,6.65582645,4407.550155,7869.984346
122,广西壮族自治区,百色市,田东县,45.036486,27.235294,45.210135,15.727027,1.422973,3.308923701,4.017453452,7029.188395,7072.754493
123,广西壮族自治区,百色市,田林县,30.421277,47.0,15.525887,13.828369,1.665957,17.83705257,5.880262974,3948.814092,5575.113154
124,广西壮族自治区,百色市,田阳县,40.083898,48.2,32.532203,15.602542,1.55678,97.84013846,32.83454131,5776.631708,6124.435164
125,广西壮族自治区,百色市,西林县,34.168212,49.291304,23.760265,14.176159,1.424503,30.32591293,8.572971107,2417.574146,3015.248599
126,广西壮族自治区,百色市,右江区,36.606952,50.200001,24.466845,15.579144,1.608021,86.56092055,24.10411535,5220.644485,6974.577594
127,安徽省,蚌埠市,蚌山区,25.75,45.5,33.525,5.1,2.425,153.1597602,68.69404771,919.666666,132.492704
128,安徽省,蚌埠市,固镇县,19.394805,44.786667,27.262338,4.632468,2.338961,58.3706109,19.65783582,34313.33332,30709.43059
129,安徽省,蚌埠市,怀远县,22.841221,47.599998,30.480916,4.948855,2.320611,55.02639224,28.45186694,60588.99998,20228.35001
130,安徽省,蚌埠市,淮上区,23.564286,21.825,30.171429,4.95,2.371429,46.27517482,15.57613482,14713.33333,3571.125337
131,安徽省,蚌埠市,龙子湖区,24.59,18.885027,31.27,4.97,2.35,15.39186621,5.27281183,1369.0,572.128659
132,安徽省,蚌埠市,五河县,21.171264,38.599998,29.92069,4.677011,2.341379,4.64403412,1.794806585,31396.33332,18391.05634
133,安徽省,蚌埠市,禹会区,25.544444,25.153704,34.522222,5.111111,2.388889,278.4149779,168.1138949,5280.333333,1521.561536
134,内蒙古自治区,包头市,白云鄂博矿区,0.0,36.925,2.55,-9.0375,3.0,23.27850096,11.60532469,0.0,92.104186
135,内蒙古自治区,包头市,达尔罕茂明安联合旗,0.0,39.900002,2.176789,-8.738716,2.738624,398.6009484,167.8076076,8251.746849,13414.04011
136,内蒙古自治区,包头市,东河区,0.0,27.433333,5.528571,-6.542857,1.985714,532.0022339,325.3612064,1472.772533,1305.250126
137,内蒙古自治区,包头市,固阳县,0.0,33.644,4.147059,-8.74085,2.782353,40.1845777,21.57041552,17023.99348,11450.79666
138,内蒙古自治区,包头市,九原区,0.0,60.816667,5.060952,-7.824762,2.159048,69.22644791,33.99660796,3127.003699,10723.57358
139,内蒙古自治区,包头市,昆都仑区,0.0,57.4,5.216667,-6.083333,2.066667,52.03498485,26.21515149,233.0619,1037.747848
140,内蒙古自治区,包头市,青山区,0.0,57.400002,5.266667,-7.066667,2.066667,61.41219343,26.6055294,29.729637,1605.284034
141,内蒙古自治区,包头市,石拐区,0.0,60.299999,4.148837,-8.930233,2.488372,79.02747166,23.00768067,389.10401,504.896992
142,内蒙古自治区,包头市,土默特右旗,0.0,53.650001,4.657857,-8.395,2.015714,31.94772847,15.39972543,17031.0793,29175.28212
143,河北省,保定市,安国市,0.0,59.821429,1.568966,1.22069,1.941379,126.4048723,30.54207963,11068.68182,3633.985885
144,河北省,保定市,安新县,0.0,37.288,1.4625,0.4775,1.8275,89.03354672,31.6959209,7082.067365,2430.379784
145,河北省,保定市,莲池区,0.0,53.36,0.84,1.31,1.83,27.22900732,6.028807324,4111.139542,631.14584
146,河北省,保定市,博野县,0.0,60.733333,1.494737,1.078947,1.952632,88.3942653,21.15759135,10001.92115,2852.623885
147,河北省,保定市,定兴县,0.0,55.3,0.890909,0.393182,1.961364,118.3955694,36.23016922,16127.79762,15662.59922
148,河北省,保定市,定州市,0.0,58.5,1.292593,1.469136,1.871605,82.21798799,24.20001421,43464.70318,24687.6006
149,河北省,保定市,阜平县,0.0,54.14,0.558667,0.892667,2.118667,143.5430892,45.52335043,3753.357289,2467.797386
150,河北省,保定市,高碑店市,0.0,55.25,1.107317,0.02439,1.870732,171.7667751,49.18083787,7852.368164,8025.533962
151,河北省,保定市,高阳县,0.0,50.337499,1.59,0.576667,1.9,86.88479097,24.27488785,8061.504815,1502.117012
152,河北省,保定市,满城区,0.0,47.964706,0.7375,1.4975,1.92,116.8314221,24.14044531,8923.495022,5946.039829
153,河北省,保定市,清苑区,0.0,57.599998,1.035849,1.260377,1.841509,96.71691514,20.83821094,23114.19281,6679.142338
154,河北省,保定市,曲阳县,0.0,58.550001,0.921875,1.94375,1.751562,75.11532515,22.72858865,8148.124109,6026.329304
155,河北省,保定市,容城县,0.0,58.466667,1.129412,0.394118,1.805882,200.8121677,62.92252619,6498.549886,5401.877653
156,河北省,保定市,顺平县,0.0,53.188889,0.772727,1.618182,1.929545,91.50198834,24.19697406,12279.7361,2710.886297
157,河北省,保定市,唐县,0.0,39.942857,0.771605,1.718519,2.017284,126.2405858,37.83102355,18425.11353,10501.20039
158,河北省,保定市,望都县,0.0,33.1,0.916667,1.477778,1.877778,64.57388692,13.85834638,9348.923817,3914.45765
159,河北省,保定市,竞秀区,0.0,27.244,1.0,1.46,1.83,41.29804139,7.561832081,3350.703683,972.996823
160,河北省,保定市,雄县,0.0,52.414285,1.435294,-0.094118,1.8,13.67403579,5.461347625,5345.207949,2524.467254
161,河北省,保定市,徐水区,0.0,61.371429,0.797778,1.113333,1.951111,142.2079192,30.19359506,17060.21554,17075.99789
162,河北省,保定市,易县,0.0,22.178788,0.654667,1.086,2.168667,73.25856516,28.29186913,11182.12941,18894.21108
163,河北省,保定市,涞水县,0.0,23.737037,0.544444,0.087879,2.350505,6.645361984,7.121620581,5276.554439,5780.527795
164,河北省,保定市,涞源县,0.0,20.534884,0.540136,-0.629252,2.678231,7.452633088,8.85880075,2927.90464,1983.290702
165,河北省,保定市,涿州市,0.0,21.5,0.815556,0.168889,1.98,15.13539167,14.11415917,11796.01071,8928.586695
166,河北省,保定市,蠡县,0.0,22.237255,1.536842,0.855263,1.918421,8.833963764,9.108954386,12604.48509,1812.905612
167,云南省,保山市,昌宁县,42.41641,30.873077,30.707179,17.993333,0.86359,8.575060026,8.689147771,11316.38346,14574.59444
168,云南省,保山市,龙陵县,43.955245,22.063333,33.671329,18.159441,1.038462,29.86030574,16.38538409,8661.438699,6912.937619
169,云南省,保山市,隆阳区,40.011789,38.241666,31.264634,17.171951,1.11748,6.177729173,2.69222082,18144.82249,19075.68524
170,云南省,保山市,施甸县,42.757426,49.033333,32.418812,18.370297,1.037624,111.9470601,60.74660136,9140.433352,12015.59843
171,云南省,保山市,腾冲市,42.956701,41.3,33.605498,15.327835,1.18866,42.54013979,30.4131242,23878.8293,17031.56822
172,陕西省,宝鸡市,陈仓区,1.856738,26.319048,9.699291,1.61773,1.613475,283.2002725,141.4341789,17381.08264,7328.766181
173,陕西省,宝鸡市,凤县,0.531844,38.81,8.115642,0.244134,1.748603,7.661350014,8.405605542,2978.737743,1977.06486
174,陕西省,宝鸡市,凤翔县,1.504225,30.044445,11.749296,1.760563,1.690141,26.47576763,19.02039497,23772.93456,5694.789007
175,陕西省,宝鸡市,扶风县,1.809524,25.364,12.728571,2.35,1.661905,14.12466216,12.14164573,26472.86071,4015.317853
176,陕西省,宝鸡市,金台区,4.675,32.4,10.6625,3.2,1.4625,3.420150013,1.568587018,2618.857149,728.563895
177,陕西省,宝鸡市,陇县,0.092913,41.9,9.026772,-0.044882,1.802362,72.09681148,37.49844723,7935.997145,3958.935717
178,陕西省,宝鸡市,眉县,1.716327,24.323529,12.273469,0.820408,1.87551,44.04099421,33.63836267,24154.17794,4113.150661
179,陕西省,宝鸡市,千阳县,0.627119,26.700001,10.218644,1.227119,1.684746,24.08707355,9.972358387,6751.184758,2964.198925
180,陕西省,宝鸡市,太白县,0.054305,27.471428,11.350993,-2.386755,2.238411,22.40267587,15.28466048,2367.433713,566.579167
181,陕西省,宝鸡市,渭滨区,2.628261,26.275,11.336957,1.015217,1.756522,25.80674335,15.86293845,2820.434099,273.005353
182,陕西省,宝鸡市,岐山县,1.960417,26.466667,12.2875,2.191667,1.641667,85.95758224,33.0352692,13367.61971,5455.316233
183,陕西省,宝鸡市,麟游县,0.0,34.507142,12.080208,-0.035417,1.936458,19.77520196,8.614650534,8098.682895,2725.987439
184,广西壮族自治区,北海市,海城区,49.471429,46.625001,33.185714,17.742857,3.557143,216.0895528,37.56009248,469.563767,1356.165515
185,广西壮族自治区,北海市,合浦县,49.480992,48.772727,40.517355,16.329752,3.305785,414.6917159,69.04419302,14417.80586,20732.08182
186,广西壮族自治区,北海市,铁山港区,51.83,38.580953,37.42,17.535,3.685,212.1327992,50.06340905,3695.144579,2264.325511
187,广西壮族自治区,北海市,银海区,50.245833,46.200001,36.0125,17.254167,3.491667,90.01232657,19.91702967,4423.844783,2987.020017
188,北京市,市辖区,昌平区,0.0,38.575,0.191566,0.125301,2.201205,272.4171861,53.4056788,1202.359666,3208.677377
189,北京市,市辖区,朝阳区,0.0,27.108695,0.403571,0.939286,1.907143,434.0600063,75.31714142,0.0,7.006611
190,北京市,市辖区,大兴区,0.0,26.91875,0.667213,0.063934,1.922951,47.57439085,5.275675581,9556.264918,8507.718655
191,北京市,市辖区,房山区,0.0,38.788889,0.619512,0.319512,2.284553,119.994639,36.26822888,4872.823999,8464.967518
192,北京市,市辖区,丰台区,0.0,41.5,0.611111,0.944444,1.933333,56.43914054,11.15386596,37.57932,59.587026
193,北京市,市辖区,海淀区,0.0,43.163636,0.36,0.912,2.04,1336.68037,219.4127003,582.955053,338.98354
194,北京市,市辖区,怀柔区,0.0,47.409091,0.288462,-1.921538,2.07,198.5599683,25.86373422,1822.83456,2842.869661
195,北京市,市辖区,门头沟区,0.0,31.8,0.368182,-0.964773,2.577273,271.7825188,63.51104105,163.993267,378.840973
196,北京市,市辖区,平谷区,0.0,25.5,0.266667,-0.955,2.026667,61.15611958,7.886973971,4316.269612,11607.87422
197,北京市,市辖区,北京市区,0.0,28.311429,0.583333,1.066667,1.958333,53.86839746,6.25804017,0.0,0.0
198,北京市,市辖区,顺义区,0.0,25.448572,0.274194,-0.058065,2.074194,16.21460629,5.331796956,8860.571918,14540.68383
199,北京市,市辖区,通州区,0.0,32.925,0.509615,-0.030769,2.103846,6.197297854,3.016414133,10438.84364,8220.646338
200,北京市,市辖区,密云区,0.0,30.133334,0.275182,-1.462774,1.943796,61.8310736,23.02628425,3396.765639,8706.772501
201,北京市,市辖区,延庆区,0.0,33.066666,0.313559,-2.502542,2.370339,24.96857987,5.219512248,5415.761839,5323.028029
202,辽宁省,本溪市,本溪满族自治县,0.0,37.4,5.83835,-6.764078,1.632524,277.1426566,63.47009954,2806.48409,6775.702823
203,辽宁省,本溪市,桓仁满族自治县,0.0,26.422581,6.976577,-6.983333,1.122973,982.1049233,208.0694388,4432.939276,5904.625159
204,辽宁省,本溪市,明山区,0.0,25.590322,5.132,-6.64,1.648,21.35863224,61.59340039,526.71843,1725.371712
205,辽宁省,本溪市,南芬区,0.0,22.37931,5.421053,-6.526316,1.868421,23.96088569,57.71464732,536.044207,1137.925942
206,辽宁省,本溪市,平山区,0.0,26.5,5.488889,-5.944444,1.566667,16.16227878,53.48424434,137.92558,669.754787
207,辽宁省,本溪市,溪湖区,0.0,24.508696,5.266667,-6.444444,1.577778,53.75363514,64.43583016,126.93119,528.474474
